ticket,symbol,direction,grade,open_time,close_time,entry_price,exit_price,sl,tp,rr,lots,pnl,outcome,close_reason,prob,zone_quality,htf_4h_bias,in_session,session_id,rule_good_session,rule_buy_score,rule_sell_score,balance_before,balance_after
2745207622,XAUUSDm,sell,C,2026-05-14 19:00:00,2026-05-14 22:13:50,4667.845,4650.892,4678.24012,4648.3623,1.87,0.01,17.02,win,manual,0.8577,1.256,-1.0,0,0,0,0.0,3.0,33.69,50.71
