timestamp,symbol,reason,h4_bias,zone_tapped,active_zone
2026-06-22T06:56:23.612258+00:00,USTECm,setup_invalid: RR 0.42 below min 1.5,neutral_up,True,Zone(demand 30302.22�30453.55 str=2.5 bar=63 tapped�1)
2026-06-22T09:59:35.791836+00:00,USTECm,conf_failed: [],bearish,True,Zone(supply 30384.94–30593.80 str=7.6 bar=78 tapped×1)
2026-06-22T10:00:03.913423+00:00,USTECm,conf_failed: ['structure_shift'],bearish,True,Zone(supply 30272.53–30619.77 str=2.1 bar=121 tapped×1)
2026-06-22T10:15:03.952521+00:00,USTECm,conf_failed: ['structure_shift'],bearish,True,Zone(supply 30384.94–30593.80 str=7.6 bar=78 tapped×1)
2026-06-22T10:30:03.995212+00:00,USTECm,conf_failed: ['structure_shift'],bearish,True,Zone(supply 30384.94–30593.80 str=7.6 bar=78 tapped×1)
2026-06-22T10:45:03.026424+00:00,USTECm,conf_failed: ['structure_shift'],bearish,True,Zone(supply 30384.94–30593.80 str=7.6 bar=78 tapped×1)
2026-06-22T11:00:03.056845+00:00,USTECm,setup_invalid: RR 0.47 below min 1.5,bearish,True,Zone(supply 30384.94–30593.80 str=7.6 bar=78 tapped×1)
2026-06-22T11:15:03.090846+00:00,USTECm,setup_invalid: RR 0.90 below min 1.5,bearish,True,Zone(supply 30384.94–30593.80 str=7.6 bar=78 tapped×1)
2026-06-22T11:30:03.122953+00:00,USTECm,conf_failed: [],bearish,True,Zone(supply 30384.94–30593.80 str=7.6 bar=78 tapped×1)
2026-06-22T11:45:03.155652+00:00,USTECm,conf_failed: [],bearish,True,Zone(supply 30384.94–30593.80 str=7.6 bar=78 tapped×1)
2026-06-22T12:00:03.180264+00:00,USTECm,conf_failed: [],bearish,True,Zone(supply 30384.94–30593.80 str=7.6 bar=77 tapped×1)
2026-06-22T12:15:03.209548+00:00,USTECm,conf_failed: [],bearish,True,Zone(supply 30384.94–30593.80 str=7.6 bar=77 tapped×1)
2026-06-22T12:30:03.272262+00:00,USTECm,conf_failed: [],bearish,True,Zone(supply 30384.94–30593.80 str=7.6 bar=77 tapped×1)
2026-06-22T12:45:03.327361+00:00,USTECm,conf_failed: [],bearish,True,Zone(supply 30384.94–30593.80 str=7.6 bar=77 tapped×1)
2026-06-22T13:00:03.363066+00:00,USTECm,conf_failed: [],bearish,True,Zone(supply 30384.94–30593.80 str=7.6 bar=77 tapped×1)
2026-06-22T13:15:03.443037+00:00,USTECm,conf_failed: [],bearish,True,Zone(supply 30564.52–30710.70 str=2.5 bar=125 tapped×1)
2026-06-22T13:30:03.495791+00:00,USTECm,conf_failed: [],bearish,True,Zone(supply 30384.94–30593.80 str=7.6 bar=77 tapped×1)
2026-06-22T14:00:03.684043+00:00,USTECm,conf_failed: [],bearish,True,Zone(supply 30689.67–30781.65 str=3.4 bar=69 tapped×1)
2026-06-22T14:15:03.743880+00:00,USTECm,conf_failed: [],bearish,True,Zone(supply 30555.95–30745.87 str=2.1 bar=66 tapped×1)
2026-06-22T14:30:03.776404+00:00,USTECm,zone_cooldown,bearish,True,Zone(supply 30384.94–30593.80 str=7.6 bar=77 tapped×1)
2026-06-22T14:45:03.821658+00:00,USTECm,zone_cooldown,bearish,True,Zone(supply 30384.94–30593.80 str=7.6 bar=77 tapped×1)
2026-06-22T15:00:03.846506+00:00,USTECm,zone_cooldown,bearish,True,Zone(supply 30384.94–30593.80 str=7.6 bar=77 tapped×1)
2026-06-22T15:15:03.869337+00:00,USTECm,zone_cooldown,bearish,True,Zone(supply 30384.94–30593.80 str=7.6 bar=77 tapped×1)
2026-06-22T15:45:07.979544+00:00,USTECm,zone_cooldown,bearish,True,Zone(supply 30384.94–30593.80 str=7.6 bar=77 tapped×1)
2026-06-22T22:15:03.487530+00:00,USTECm,zone_cooldown,bearish,True,Zone(supply 30384.94–30593.80 str=7.6 bar=75 tapped×1)
2026-06-22T22:30:03.537304+00:00,USTECm,zone_cooldown,bearish,True,Zone(supply 30384.94–30593.80 str=7.6 bar=75 tapped×1)
2026-06-22T22:45:03.554523+00:00,USTECm,zone_cooldown,bearish,True,Zone(supply 30143.41–30459.61 str=4.1 bar=74 tapped×1)
2026-06-22T23:00:03.570569+00:00,USTECm,zone_cooldown,bearish,True,Zone(supply 30143.41–30459.61 str=4.1 bar=74 tapped×1)
2026-06-22T23:15:03.587906+00:00,USTECm,zone_cooldown,bearish,True,Zone(supply 30143.41–30459.61 str=4.1 bar=74 tapped×1)
2026-06-22T23:30:03.605692+00:00,USTECm,zone_cooldown,bearish,True,Zone(supply 30143.41–30459.61 str=4.1 bar=74 tapped×1)
2026-06-22T23:45:03.621568+00:00,USTECm,zone_cooldown,bearish,True,Zone(supply 30143.41–30459.61 str=4.1 bar=74 tapped×1)
2026-06-23T00:15:03.729560+00:00,USTECm,zone_cooldown,neutral_up,True,Zone(demand 30302.22–30453.55 str=2.5 bar=58 tapped×1)
2026-06-23T00:30:03.772437+00:00,USTECm,zone_cooldown,neutral_up,True,Zone(demand 30302.22–30453.55 str=2.5 bar=58 tapped×1)
2026-06-23T00:45:03.788107+00:00,USTECm,zone_cooldown,neutral_up,True,Zone(demand 30302.22–30453.55 str=2.5 bar=58 tapped×1)
2026-06-23T01:00:03.804449+00:00,USTECm,zone_cooldown,neutral_up,True,Zone(demand 30302.22–30453.55 str=2.5 bar=58 tapped×1)
2026-06-23T01:15:03.821831+00:00,USTECm,zone_cooldown,neutral_up,True,Zone(demand 30302.22–30453.55 str=2.5 bar=58 tapped×1)
2026-06-23T01:30:03.835469+00:00,USTECm,zone_cooldown,neutral_up,True,Zone(demand 30302.22–30453.55 str=2.5 bar=58 tapped×1)
2026-06-23T01:45:03.851925+00:00,USTECm,zone_cooldown,neutral_up,True,Zone(demand 30302.22–30453.55 str=2.5 bar=58 tapped×1)
2026-06-23T02:00:03.870401+00:00,USTECm,zone_cooldown,neutral_up,True,Zone(demand 30302.22–30453.55 str=2.5 bar=58 tapped×1)
2026-06-23T02:15:03.884962+00:00,USTECm,zone_cooldown,neutral_up,True,Zone(demand 30302.22–30453.55 str=2.5 bar=58 tapped×1)
2026-06-23T02:30:03.902484+00:00,USTECm,zone_cooldown,neutral_up,True,Zone(demand 30302.22–30453.55 str=2.5 bar=58 tapped×1)
2026-06-23T02:45:03.916618+00:00,USTECm,zone_cooldown,neutral_up,True,Zone(demand 30302.22–30453.55 str=2.5 bar=58 tapped×1)
2026-06-23T03:00:03.931699+00:00,USTECm,zone_cooldown,neutral_up,True,Zone(demand 30302.22–30453.55 str=2.5 bar=58 tapped×1)
2026-06-23T03:15:03.947870+00:00,USTECm,H4 bias=neutral_up | demand zone 29758.66–30051.13 (str=2.5) not yet tapped on M15,neutral_up,False,Zone(demand 29758.66–30051.13 str=2.5 bar=39 tapped×1)
2026-06-23T03:30:03.967182+00:00,USTECm,H4 bias=neutral_up | demand zone 29758.66–30051.13 (str=2.5) not yet tapped on M15,neutral_up,False,Zone(demand 29758.66–30051.13 str=2.5 bar=39 tapped×1)
2026-06-23T03:45:03.982061+00:00,USTECm,H4 bias=neutral_up | zone tapped | waiting for M15 buy confirmation candle,neutral_up,True,Zone(demand 29758.66–30051.13 str=2.5 bar=39 tapped×1)
2026-06-23T04:00:03.997703+00:00,USTECm,zone_cooldown,neutral_up,True,Zone(demand 30302.22–30453.55 str=2.5 bar=57 tapped×1)
2026-06-23T04:15:03.016034+00:00,USTECm,conf_failed: [],neutral_up,True,Zone(demand 29758.66–30051.13 str=2.5 bar=38 tapped×1)
2026-06-23T04:30:03.030444+00:00,USTECm,conf_failed: [],neutral_up,True,Zone(demand 29758.66–30051.13 str=2.5 bar=38 tapped×1)
2026-06-23T04:45:03.045143+00:00,USTECm,conf_failed: [],neutral_up,True,Zone(demand 29758.66–30051.13 str=2.5 bar=38 tapped×1)
2026-06-23T05:00:03.060995+00:00,USTECm,conf_failed: [],neutral_up,True,Zone(demand 29758.66–30051.13 str=2.5 bar=38 tapped×1)
2026-06-23T05:15:03.088248+00:00,USTECm,conf_failed: [],neutral_up,True,Zone(demand 29758.66–30051.13 str=2.5 bar=38 tapped×1)
2026-06-23T05:30:03.116240+00:00,USTECm,conf_failed: [],neutral_up,True,Zone(demand 29758.66–30051.13 str=2.5 bar=38 tapped×1)
2026-06-23T05:45:03.141119+00:00,USTECm,conf_failed: [],neutral_up,True,Zone(demand 29758.66–30051.13 str=2.5 bar=38 tapped×1)
2026-06-23T06:00:03.170618+00:00,USTECm,H4 bias=neutral_up | zone tapped | waiting for M15 buy confirmation candle,neutral_up,True,Zone(demand 29830.09–29959.51 str=2.3 bar=40 tapped×1)
2026-06-23T06:15:03.185843+00:00,USTECm,H4 bias=neutral_up | zone tapped | waiting for M15 buy confirmation candle,neutral_up,True,Zone(demand 29830.09–29959.51 str=2.3 bar=40 tapped×1)
2026-06-23T06:30:03.205037+00:00,USTECm,H4 bias=neutral_up | zone tapped | waiting for M15 buy confirmation candle,neutral_up,True,Zone(demand 29698.63–29799.12 str=2.6 bar=27 tapped×1)
2026-06-23T06:45:03.222465+00:00,USTECm,H4 bias=neutral_up | zone tapped | waiting for M15 buy confirmation candle,neutral_up,True,Zone(demand 29698.63–29799.12 str=2.6 bar=27 tapped×1)
2026-06-23T07:00:03.239262+00:00,USTECm,H4 bias=neutral_up | zone tapped | waiting for M15 buy confirmation candle,neutral_up,True,Zone(demand 29698.63–29799.12 str=2.6 bar=27 tapped×1)
2026-06-23T07:15:03.253523+00:00,USTECm,conf_failed: [],neutral_up,True,Zone(demand 29698.63–29799.12 str=2.6 bar=27 tapped×1)
2026-06-23T07:30:03.271399+00:00,USTECm,conf_failed: [],neutral_up,True,Zone(demand 29698.63–29799.12 str=2.6 bar=27 tapped×1)
2026-06-23T07:45:03.296603+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29698.63–29799.12 str=2.6 bar=27 tapped×1)
2026-06-23T08:00:03.312773+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29698.63–29799.12 str=2.6 bar=26 tapped×1)
2026-06-23T08:15:03.326792+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=108 tapped×1)
