timestamp,symbol,reason,h4_bias,zone_tapped,active_zone
2026-06-23T08:30:03.342564+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=108 tapped×1)
2026-06-23T08:45:03.356665+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=108 tapped×1)
2026-06-23T09:00:03.370356+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=108 tapped×1)
2026-06-23T09:15:03.388038+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29698.63–29799.12 str=2.6 bar=26 tapped×1)
2026-06-23T09:30:03.401188+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29698.63–29799.12 str=2.6 bar=26 tapped×1)
2026-06-23T09:45:03.414787+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=108 tapped×1)
2026-06-23T10:00:03.430523+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29698.63–29799.12 str=2.6 bar=26 tapped×1)
2026-06-23T10:15:03.471624+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=108 tapped×1)
2026-06-23T10:30:03.488674+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=108 tapped×1)
2026-06-23T10:45:03.504423+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=108 tapped×1)
2026-06-23T11:00:03.519681+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=108 tapped×1)
2026-06-23T11:15:03.535997+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=108 tapped×1)
2026-06-23T11:30:03.549806+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=108 tapped×1)
2026-06-23T11:45:03.567170+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=108 tapped×1)
2026-06-23T12:00:03.584116+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29698.63–29799.12 str=2.6 bar=25 tapped×1)
2026-06-23T12:15:03.599890+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=107 tapped×1)
2026-06-23T12:30:03.618879+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=107 tapped×1)
2026-06-23T12:45:03.632890+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29444.11–29519.08 str=2.2 bar=16 tapped×1)
2026-06-23T13:00:03.648287+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29444.11–29519.08 str=2.2 bar=16 tapped×1)
2026-06-23T13:15:03.662074+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29444.11–29519.08 str=2.2 bar=16 tapped×1)
2026-06-23T13:30:03.681377+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29444.11–29519.08 str=2.2 bar=16 tapped×1)
2026-06-23T13:45:03.696395+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=107 tapped×1)
2026-06-23T14:00:03.715067+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29698.63–29799.12 str=2.6 bar=25 tapped×1)
2026-06-23T14:15:03.732157+00:00,USTECm,zone_violated,neutral_up,True,Zone(demand 29698.63–29799.12 str=2.6 bar=25 tapped×1)
2026-06-23T14:30:03.122162+00:00,USTECm,zone_violated,neutral_up,True,Zone(demand 29698.63–29799.12 str=2.6 bar=25 tapped×1)
2026-06-23T14:45:03.148706+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29698.63–29799.12 str=2.6 bar=25 tapped×1)
2026-06-23T15:00:03.165591+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=107 tapped×1)
2026-06-23T15:15:03.181089+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=107 tapped×1)
2026-06-23T15:30:03.196761+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29444.11–29519.08 str=2.2 bar=16 tapped×1)
2026-06-23T15:45:03.210128+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29444.11–29519.08 str=2.2 bar=16 tapped×1)
2026-06-23T16:00:03.225266+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=106 tapped×1)
2026-06-23T16:15:03.239041+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29698.63–29799.12 str=2.6 bar=24 tapped×1)
2026-06-23T16:30:03.253200+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29698.63–29799.12 str=2.6 bar=24 tapped×1)
2026-06-23T16:45:03.268225+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29698.63–29799.12 str=2.6 bar=24 tapped×1)
2026-06-23T17:00:03.284530+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=106 tapped×1)
2026-06-23T17:15:03.300313+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=106 tapped×1)
2026-06-23T17:30:03.314438+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=106 tapped×1)
2026-06-23T17:45:03.327468+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=106 tapped×1)
2026-06-23T18:00:03.342463+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29444.11–29519.08 str=2.2 bar=15 tapped×1)
2026-06-23T18:15:03.356153+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29247.42–29783.35 str=2.4 bar=106 tapped×1)
2026-06-23T18:30:03.372087+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29444.11–29519.08 str=2.2 bar=15 tapped×1)
2026-06-23T18:45:03.387473+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29274.63–29566.97 str=2.3 bar=104 tapped×1)
2026-06-23T19:00:03.404347+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29274.63–29566.97 str=2.3 bar=104 tapped×1)
2026-06-23T19:15:03.418685+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29274.63–29566.97 str=2.3 bar=104 tapped×1)
2026-06-23T19:30:03.455848+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29444.11–29519.08 str=2.2 bar=15 tapped×1)
2026-06-23T19:45:03.490776+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29444.11–29519.08 str=2.2 bar=15 tapped×1)
2026-06-23T20:00:03.515508+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29274.63–29566.97 str=2.3 bar=103 tapped×1)
2026-06-23T20:15:03.539982+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29444.11–29519.08 str=2.2 bar=14 tapped×1)
2026-06-23T20:30:03.564330+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29444.11–29519.08 str=2.2 bar=14 tapped×1)
2026-06-23T20:45:03.585666+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29444.11–29519.08 str=2.2 bar=14 tapped×1)
2026-06-23T21:00:03.613136+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29444.11–29519.08 str=2.2 bar=14 tapped×1)
2026-06-23T21:15:03.642824+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29444.11–29519.08 str=2.2 bar=14 tapped×1)
2026-06-23T21:30:03.669042+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29444.11–29519.08 str=2.2 bar=14 tapped×1)
2026-06-23T21:45:03.689626+00:00,USTECm,regime_filter_buy_blocked,neutral_up,True,Zone(demand 29444.11–29519.08 str=2.2 bar=14 tapped×1)
