timestamp,symbol,mode,zone_id,zone_bottom,zone_top,zone_kind,zone_strength,zone_fresh,arrival_type,h4_bias,direction,signals_fired,confirmation_count,choch_fired,entry_mode,tp_mode,entry,sl,tp,rr,lots,ticket,signal_price,fill_price,outcome,close_price,pnl,prior_bucket
2026-06-22T13:45:03.542291+00:00,USTECm,mt5,supply_30384.9_30593.8,30384.94,30593.8,supply,7.58,False,gradual,bearish,sell,rejection_wick,1,False,confirmation,zone_edge,30545.41,30583.47,30453.55,2.41,0.05,2875992460,30545.41,30551.45,,,,first_attempt
2026-06-22T13:45:03.542291+00:00,USTECm,mt5,supply_30384.9_30593.8,30384.94,30593.8,supply,7.58,False,gradual,bearish,sell,rejection_wick,1,False,confirmation,zone_edge,30545.41,30583.47,30453.55,2.41,0.05,2875992460,30545.41,30551.45,-1,30583.47,-1.6,first_attempt
2026-06-22T15:30:03.885084+00:00,USTECm,mt5,supply_30143.4_30459.6,30143.41,30459.61,supply,4.06,False,gradual,bearish,sell,bos_msb,1,False,confirmation,zone_edge,30353.82,30459.61,30051.13,2.86,0.02,2876647255,30353.82,30354.45,,,,first_attempt
2026-06-22T16:00:03.996430+00:00,USTECm,mt5,supply_30143.4_30459.6,30143.41,30459.61,supply,4.06,False,gradual,bearish,sell,engulfing,1,False,confirmation,zone_edge,30312.44,30459.61,30051.13,1.78,0.01,2876823485,30312.44,30321.35,,,,first_attempt
2026-06-22T15:30:03.885084+00:00,USTECm,mt5,supply_30143.4_30459.6,30143.41,30459.61,supply,4.06,False,gradual,bearish,sell,bos_msb,1,False,confirmation,zone_edge,30353.82,30459.61,30051.13,2.86,0.02,2876647255,30353.82,30354.45,-1,30459.61,-2.1,first_attempt
2026-06-22T16:00:03.996430+00:00,USTECm,mt5,supply_30143.4_30459.6,30143.41,30459.61,supply,4.06,False,gradual,bearish,sell,engulfing,1,False,confirmation,zone_edge,30312.44,30459.61,30051.13,1.78,0.01,2876823485,30312.44,30321.35,-1,30459.61,-1.38,first_attempt
2026-06-23T00:00:03.646130+00:00,USTECm,mt5,demand_30302.2_30453.5,30302.22,30453.55,demand,2.52,False,gradual,neutral_up,buy,rejection_wick,1,False,confirmation,zone_edge,30335.12,30302.22,30384.94,1.51,0.05,2877877332,30335.12,30339.56,,,,first_attempt
2026-06-23T00:00:03.646130+00:00,USTECm,mt5,demand_30302.2_30453.5,30302.22,30453.55,demand,2.52,False,gradual,neutral_up,buy,rejection_wick,1,False,confirmation,zone_edge,30335.12,30302.22,30384.94,1.51,0.05,2877877332,30335.12,30339.56,-1,30302.22,-1.87,first_attempt
