timestamp,symbol,reason,h4_bias,zone_tapped,active_zone
2026-06-05T02:30:03.992634+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T02:45:03.030413+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T03:00:03.091078+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T03:15:03.123828+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T03:30:03.157076+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T03:45:03.190263+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T04:00:03.222818+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T04:15:03.255791+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T04:30:03.288468+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T04:45:03.326118+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T05:00:03.361722+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T05:15:03.395455+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T05:30:03.429188+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T05:45:03.462294+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T06:00:03.497567+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T06:15:03.533973+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T06:30:03.569567+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T06:45:03.600599+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T07:00:03.641265+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T07:15:03.685635+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T07:30:03.732325+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T07:45:03.778149+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T08:00:03.821761+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T08:15:03.864192+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
2026-06-05T08:30:03.918027+00:00,USTECH,conf_failed: [],bearish,True,Zone(supply 25217.15–25315.39 str=2.3 bar=75 tapped×1)
