timestamp,symbol,reason,h4_bias,zone_tapped,active_zone
2026-06-15T14:00:03.366504+00:00,USTECm,setup_invalid: RR 0.02 below min 1.5,bullish,True,Zone(demand 30302.22–30453.55 str=2.5 bar=91 tapped×1)
2026-06-15T14:15:03.407938+00:00,USTECm,setup_invalid: RR 0.42 below min 1.5,bullish,True,Zone(demand 30302.22–30453.55 str=2.5 bar=91 tapped×1)
2026-06-15T14:15:03.349691+00:00,USTECm,setup_invalid: RR 0.42 below min 1.5,bullish,True,Zone(demand 30302.22–30453.55 str=2.5 bar=91 tapped×1)
2026-06-15T14:30:03.447596+00:00,USTECm,conf_failed: [],bullish,True,Zone(demand 30302.22–30453.55 str=2.5 bar=91 tapped×1)
2026-06-15T14:30:03.492894+00:00,USTECm,conf_failed: [],bullish,True,Zone(demand 30302.22–30453.55 str=2.5 bar=91 tapped×1)
2026-06-15T14:45:03.491094+00:00,USTECm,setup_invalid: RR 0.52 below min 1.5,bullish,True,Zone(demand 30302.22–30453.55 str=2.5 bar=91 tapped×1)
2026-06-15T14:45:03.513062+00:00,USTECm,setup_invalid: RR 0.52 below min 1.5,bullish,True,Zone(demand 30302.22–30453.55 str=2.5 bar=91 tapped×1)
2026-06-15T15:00:03.538774+00:00,USTECm,conf_failed: [],bullish,True,Zone(demand 30302.22–30453.55 str=2.5 bar=91 tapped×1)
2026-06-15T15:00:03.547938+00:00,USTECm,conf_failed: [],bullish,True,Zone(demand 30302.22–30453.55 str=2.5 bar=91 tapped×1)
2026-06-15T15:15:03.570363+00:00,USTECm,conf_failed: [],bullish,True,Zone(demand 30302.22–30453.55 str=2.5 bar=91 tapped×1)
2026-06-15T15:15:03.570363+00:00,USTECm,conf_failed: [],bullish,True,Zone(demand 30302.22–30453.55 str=2.5 bar=91 tapped×1)
2026-06-15T16:13:05.804574+00:00,USTECm,conf_failed: [],bullish,True,Zone(demand 30302.22–30453.55 str=2.5 bar=90 tapped×1)
2026-06-15T16:15:03.950878+00:00,USTECm,conf_failed: [],bullish,True,Zone(demand 30302.22–30453.55 str=2.5 bar=90 tapped×1)
2026-06-15T16:18:49.669702+00:00,USTECm,conf_failed: [],bullish,True,Zone(demand 30302.22–30453.55 str=2.5 bar=90 tapped×1)
2026-06-15T16:37:24.007679+00:00,USTECm,conf_failed: [],bullish,True,Zone(demand 30302.22–30453.55 str=2.5 bar=90 tapped×1)
2026-06-15T16:45:03.086548+00:00,USTECm,conf_failed: [],bullish,True,Zone(demand 30302.22–30453.55 str=2.5 bar=90 tapped×1)
