timestamp,symbol,mode,zone_id,zone_bottom,zone_top,zone_kind,zone_strength,zone_fresh,h4_bias,direction,signals_fired,confirmation_count,choch_fired,entry_mode,tp_mode,entry,sl,tp,rr,lots,fill_price,outcome,close_price,pnl,prior_bucket
2026-06-05T11:56:26.244864+00:00,USTECm,mt5,supply_30088.8_30253.6,30088.75,30253.61,supply,2.76,False,bearish,sell,structure_shift,1,False,confirmation,zone_edge,30209.04,30314.12,29519.08,6.57,0.01,30209.04,,,,first_attempt
