timestamp,open,high,low,close,volume,hour,day_of_week,month,session_id
2025-10-05 20:00:00+00:00,3888.624,3903.926,3884.034,3899.56,10020.0,22,6,10,0
2025-10-05 21:00:00+00:00,3899.787,3920.986,3898.418,3909.45,25319.0,23,6,10,0
2025-10-05 22:00:00+00:00,3909.487,3910.073,3898.931,3900.397,18457.0,0,0,10,0
2025-10-05 23:00:00+00:00,3900.435,3918.312,3899.71,3917.882,12904.0,1,0,10,0
2025-10-06 00:00:00+00:00,3917.926,3924.616,3917.472,3921.013,12320.0,2,0,10,0
2025-10-06 01:00:00+00:00,3920.964,3932.041,3919.884,3929.569,11475.0,3,0,10,0
2025-10-06 02:00:00+00:00,3929.584,3940.343,3928.73,3938.742,13247.0,4,0,10,0
2025-10-06 03:00:00+00:00,3938.67,3945.205,3927.364,3932.657,18368.0,5,0,10,0
2025-10-06 04:00:00+00:00,3932.752,3934.852,3922.449,3934.292,18690.0,6,0,10,0
2025-10-06 05:00:00+00:00,3934.321,3943.87,3929.272,3941.617,20729.0,7,0,10,0
2025-10-06 06:00:00+00:00,3941.651,3949.598,3935.409,3942.47,18127.0,8,0,10,0
2025-10-06 07:00:00+00:00,3942.371,3944.993,3936.585,3942.334,11932.0,9,0,10,0
2025-10-06 08:00:00+00:00,3942.367,3946.782,3932.586,3942.229,14480.0,10,0,10,1
2025-10-06 09:00:00+00:00,3942.113,3942.787,3930.997,3938.294,17385.0,11,0,10,1
2025-10-06 10:00:00+00:00,3938.256,3941.325,3926.478,3934.202,29084.0,12,0,10,1
2025-10-06 11:00:00+00:00,3934.227,3947.163,3927.168,3944.569,29128.0,13,0,10,2
2025-10-06 12:00:00+00:00,3944.537,3958.886,3940.236,3954.949,26641.0,14,0,10,2
2025-10-06 13:00:00+00:00,3954.924,3964.121,3948.056,3962.468,18946.0,15,0,10,3
2025-10-06 14:00:00+00:00,3962.454,3970.01,3945.753,3954.035,24980.0,16,0,10,3
2025-10-06 15:00:00+00:00,3954.066,3959.008,3951.151,3957.842,13286.0,17,0,10,0
2025-10-06 16:00:00+00:00,3957.876,3960.613,3955.878,3958.472,7791.0,18,0,10,0
2025-10-06 17:00:00+00:00,3958.427,3964.982,3958.274,3959.451,8440.0,19,0,10,0
2025-10-06 18:00:00+00:00,3959.415,3962.517,3957.397,3961.114,5186.0,20,0,10,0
2025-10-06 20:00:00+00:00,3958.919,3976.198,3958.455,3963.471,15950.0,22,0,10,0
2025-10-06 21:00:00+00:00,3963.433,3972.57,3961.599,3969.514,10928.0,23,0,10,0
2025-10-06 22:00:00+00:00,3969.556,3977.475,3961.443,3962.855,17051.0,0,1,10,0
2025-10-06 23:00:00+00:00,3962.822,3963.812,3955.804,3958.182,15031.0,1,1,10,0
2025-10-07 00:00:00+00:00,3958.135,3966.991,3957.414,3964.903,8080.0,2,1,10,0
2025-10-07 01:00:00+00:00,3964.848,3974.634,3960.738,3973.395,9918.0,3,1,10,0
2025-10-07 02:00:00+00:00,3973.418,3976.904,3971.454,3975.944,8012.0,4,1,10,0
2025-10-07 03:00:00+00:00,3975.918,3976.781,3960.096,3964.747,16638.0,5,1,10,0
2025-10-07 04:00:00+00:00,3964.624,3966.32,3953.792,3955.192,14579.0,6,1,10,0
2025-10-07 05:00:00+00:00,3955.223,3956.18,3943.273,3945.962,25422.0,7,1,10,0
2025-10-07 06:00:00+00:00,3945.918,3953.973,3940.82,3951.285,17388.0,8,1,10,0
2025-10-07 07:00:00+00:00,3951.283,3963.524,3951.051,3955.184,12426.0,9,1,10,0
2025-10-07 08:00:00+00:00,3955.161,3962.877,3954.06,3960.075,9538.0,10,1,10,1
2025-10-07 09:00:00+00:00,3960.088,3969.135,3956.38,3966.998,10483.0,11,1,10,1
2025-10-07 10:00:00+00:00,3966.949,3980.159,3964.319,3979.433,18495.0,12,1,10,1
2025-10-07 11:00:00+00:00,3979.372,3985.642,3970.499,3979.25,25588.0,13,1,10,2
2025-10-07 12:00:00+00:00,3979.211,3986.655,3968.988,3985.6,27364.0,14,1,10,2
2025-10-07 13:00:00+00:00,3985.635,3991.059,3961.777,3966.153,33040.0,15,1,10,3
2025-10-07 14:00:00+00:00,3966.198,3979.455,3963.164,3976.555,23285.0,16,1,10,3
2025-10-07 15:00:00+00:00,3976.665,3987.739,3976.43,3980.912,15021.0,17,1,10,0
2025-10-07 16:00:00+00:00,3980.954,3983.932,3974.102,3980.947,14336.0,18,1,10,0
2025-10-07 17:00:00+00:00,3981.006,3983.302,3978.451,3980.14,9594.0,19,1,10,0
2025-10-07 18:00:00+00:00,3980.195,3986.494,3980.195,3984.493,4894.0,20,1,10,0
2025-10-07 20:00:00+00:00,3983.622,3990.689,3983.44,3989.576,4733.0,22,1,10,0
2025-10-07 21:00:00+00:00,3989.611,3995.946,3988.357,3994.411,6963.0,23,1,10,0
2025-10-07 22:00:00+00:00,3994.367,3999.248,3989.358,3992.425,12825.0,0,2,10,0
2025-10-07 23:00:00+00:00,3992.376,4000.812,3984.478,4000.581,16280.0,1,2,10,0
